"Food code (level 2)","Food name (level 2)","Food code (level 3)","Food name (level 3)","Processing facet code","Processing name","Comment","Packaging code","Packaging name"
"A.05.04","Berries and small fruits","A.05.04.003","Strawberries (Fragaria × ananassa)",,,,"P1",
"A.05.04","Berries and small fruits","A.05.04.027","Strawberry Tree (Arbutus unedo), not to be confused with the Strawberry (Fragaria)",,,,"P1",
"A.05.04","Berries and small fruits","A.05.04.001","Table grapes (Vitis euvitis)",,,,"P1",
"A.05.04","Berries and small fruits","A.05.04.019","Thimbleberry (Rubus parviflorus)",,,,"P1",
"A.05.04","Berries and small fruits","A.05.04.002","Wine grapes (Vitis euvitis)",,,,"P1",
"A.05.04","Berries and small fruits","A.05.04.020","Wineberry (Rubus phoenicolasius)",,,,"P1",
"A.15.03","Bottled water","A.15.03.002","Carbonated mineral water",,,,"P4",
"A.15.03","Bottled water","A.15.03.001","Still mineral water",,,,"P4",
"A.02.04","Brassica vegetables","A.02.04.001","Broccoli (Brassica oleracea var. italica)",,,"No process - raw commodity","P3",
"A.02.04","Brassica vegetables","A.02.04.003","Brussels sprouts (Brassica oleracea var. gemmifera)",,,,"P3",
"A.02.04","Brassica vegetables","A.02.04.002","Cauliflower (Brassica oleracea var. botrytis)",,,,"P3",
"A.02.04","Brassica vegetables","A.02.04.005","Chinese cabbage (Brassica pekinensis)",,,,"P3",
"A.02.04","Brassica vegetables","A.02.04.004","Head cabbage (Brassica oleracea convar. capitata)",,,,"P3",
"A.02.04","Brassica vegetables","A.02.04.006","Kale (Brassica oleracea convar. Acephalea)",,,,"P3",
"A.02.04","Brassica vegetables","A.02.04.007","Kohlrabi (Brassica oleracea convar. acephala, var. gongylodes)",,,,"P3",
"A.02.04","Brassica vegetables","A.02.04.008","Scurvy-grass (Cochlearia species)",,,,"P3",
"A.01.04","Bread and rolls","A.01.04.007","Bread products","F28.A07GY","Roasting",,"P5",
"A.01.04","Bread and rolls","A.01.04.003","Mixed wheat and rye bread and rolls","F28.A07GY","Roasting",,"P5",
"A.01.04","Bread and rolls","A.01.04.004","Multigrain bread and rolls","F28.A07GY","Roasting",,"P5",
"A.01.04","Bread and rolls","A.01.04.006","Other bread","F28.A07GY","Roasting",,"P5",
"A.01.04","Bread and rolls","A.01.04.002","Rye bread and rolls","F28.A07GY","Roasting",,"P5",
"A.01.04","Bread and rolls","A.01.04.005","Unleavened bread, crisp bread and rusk","F28.A07GY","Roasting",,"P5",
"A.01.04","Bread and rolls","A.01.04.001","Wheat bread and rolls","F28.A07GY","Roasting",,"P5",
"A.01.06","Breakfast cereals","A.01.06.003","Cereal bars","F28.A07GY","Roasting",,"P5",
"A.01.06","Breakfast cereals","A.01.06.001","Cereal flakes","F28.A07LL","Puffing / expanding",,"P5","Flaking included already. With the process oat/barley/rye flakes will also be puffed. But without we will loose processing on ""flingor""."
"A.01.06","Breakfast cereals","A.01.06.006","Grits","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.01.06","Breakfast cereals","A.01.06.005","Mixed breakfast cereals","F28.A07LL","Puffing / expanding",,"P5",
"A.01.06","Breakfast cereals","A.01.06.002","Muesli","F28.A07GY","Roasting",,"P5",
"A.01.06","Breakfast cereals","A.01.06.004","Popped cereals",,,"F28.A07LL - Popping included already","P5",
"A.01.06","Breakfast cereals","A.01.06.007","Porridge","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.02.02","Bulb vegetables","A.02.02.005","Chives, bulb (Allium schoenoprasum)",,,"No process - raw commodity","P3",
"A.02.02","Bulb vegetables","A.02.02.001","Garlic, bulb (Allium sativum)",,,,"P3",
"A.02.02","Bulb vegetables","A.02.02.002","Onions, bulb (Allium cepa)",,,,"P3",
"A.02.02","Bulb vegetables","A.02.02.003","Shallots, bulb (Allium ascalonicum, Allium cepa var. aggregatum)",,,,"P3",
"A.02.02","Bulb vegetables","A.02.02.004","Spring onions, bulb (Allium cepa)",,,,"P3",
"A.19.01","Cereal-based dishes","I.19.01.004","Grain patties","F28.A07GY","Roasting",,"P5",
"A.19.01","Cereal-based dishes","A.19.01.003","Pasta, cooked","F28.A07GG","Cooking in water",,"P5",
"A.19.01","Cereal-based dishes","A.19.01.002","Pizza and pizza-like pies","F28.A07GY","Roasting",,"P5",
"A.19.01","Cereal-based dishes","A.19.01.001","Sandwich and sandwich-like meal",,,"Only preparation - no energy use","P5",
"A.17.05","Cereal-based food for infants and young children","A.17.05.003","Biscuits, rusks and cookies for children","F28.A07GY","Roasting",,"P5",
"A.17.05","Cereal-based food for infants and young children","I.17.05.006","Cereals with an added high protein food reconstituted with water or other protein-free liquid",,,,"P5","Should these ones have puffing as the other cereals?"
"A.17.05","Cereal-based food for infants and young children","A.17.05.002","Cereals with an added high protein food which are or have to be reconstituted with water or other protein-free liquid",,,,"P5","Should these ones have puffing as the other cereals?"
"A.17.05","Cereal-based food for infants and young children","A.17.05.004","Pasta for children",,,,"P5","Deleted roasting"
"A.17.05","Cereal-based food for infants and young children","I.17.05.005","Simple cereals reconstituted with milk or other appropriate nutritious liquids",,,,"P5","Should these ones have puffing as the other cereals?"
"A.17.05","Cereal-based food for infants and young children","A.17.05.001","Simple cereals which are or have to be reconstituted with milk or other appropriate nutritious liquids",,,,"P5","Should these ones have puffing as the other cereals?"
"A.08.08","Cheese","A.08.08.012","Cheese, Abondance",,,"F28.A0C6E - cheesemaking included already","P6",
"A.08.08","Cheese","A.08.08.013","Cheese, Afuega'l Pitu",,,,"P6",
"A.08.08","Cheese","A.08.08.014","Cheese, Amarelo",,,,"P6",
"A.08.08","Cheese","A.08.08.015","Cheese, Appenzeller",,,,"P6",
"A.08.08","Cheese","A.08.08.016","Cheese, Ardrahan",,,,"P6",
"A.08.08","Cheese","A.08.08.017","Cheese, Arzua Ulloa",,,,"P6",
"A.08.08","Cheese","A.08.08.018","Cheese, Asiago",,,,"P6",
"A.08.08","Cheese","A.08.08.019","Cheese, Baita Friuli",,,,"P6",
"A.08.08","Cheese","A.08.08.020","Cheese, Banon",,,,"P6",
"A.08.08","Cheese","A.08.08.021","Cheese, Bavarian Blue",,,,"P6",
"A.08.08","Cheese","A.08.08.022","Cheese, Beaufort",,,,"P6",
"A.08.08","Cheese","A.08.08.023","Cheese, Bica",,,,"P6",
"A.08.08","Cheese","A.08.08.024","Cheese, Bitto della Valtellina",,,,"P6",
"A.08.08","Cheese","A.08.08.025","Cheese, Bleu d'Auvergne",,,,"P6",
"A.08.08","Cheese","A.08.08.026","Cheese, Bleu de Gex",,,,"P6",
"A.08.08","Cheese","A.08.08.027","Cheese, Blue Castello",,,,"P6",
"A.08.08","Cheese","A.08.08.028","Cheese, Blue de Graven",,,,"P6",
"A.08.08","Cheese","A.08.08.029","Cheese, Boilie",,,,"P6",
"A.08.08","Cheese","A.08.08.030","Cheese, Boursin",,,,"P6",
"A.08.08","Cheese","A.08.08.031","Cheese, Bra",,,,"P6",
"A.08.08","Cheese","A.08.08.032","Cheese, Brie",,,,"P6",
"A.08.08","Cheese","A.08.08.033","Cheese, Buche de Chevre",,,,"P6",
"A.08.08","Cheese","A.08.08.034","Cheese, Bundnerkase",,,,"P6",
"A.08.08","Cheese","A.08.08.035","Cheese, Burrata",,,,"P6",
"A.08.08","Cheese","A.08.08.036","Cheese, Butterkase",,,,"P6",
"A.08.08","Cheese","A.08.08.037","Cheese, Cabrales",,,,"P6",
"A.08.08","Cheese","A.08.08.038","Cheese, Cacio di Fossa",,,,"P6",
"A.08.08","Cheese","A.08.08.039","Cheese, Caciocavallo",,,,"P6",
"A.08.08","Cheese","A.08.08.040","Cheese, Caerphilly",,,,"P6",
"A.08.08","Cheese","A.08.08.041","Cheese, Camembert",,,,"P6",
"A.08.08","Cheese","A.08.08.042","Cheese, Canestrato Pugliese",,,,"P6",
"A.08.08","Cheese","A.08.08.043","Cheese, Cantal",,,,"P6",
"A.08.08","Cheese","A.08.08.044","Cheese, Capra",,,,"P6",
"A.08.08","Cheese","A.08.08.045","Cheese, Carrigaline",,,,"P6",
"A.08.08","Cheese","A.08.08.046","Cheese, Cashel Blue",,,,"P6",
"A.08.08","Cheese","A.08.08.047","Cheese, Castelmagno",,,,"P6",
"A.08.08","Cheese","A.08.08.048","Cheese, Chaource",,,,"P6",
"A.08.08","Cheese","A.08.08.049","Cheese, Cheddar",,,,"P6",
"A.08.08","Cheese","A.08.08.050","Cheese, Cheshire",,,,"P6",
"A.08.08","Cheese","A.08.08.051","Cheese, Chevres",,,,"P6",
"A.08.08","Cheese","A.08.08.052","Cheese, Chimay",,,,"P6",
"A.08.08","Cheese","A.08.08.053","Cheese, Clotted Cream",,,,"P6",
"A.08.08","Cheese","A.08.08.054","Cheese, Comte",,,,"P6",
"A.08.08","Cheese","A.08.08.055","Cheese, Coolea",,,,"P6",
"A.08.08","Cheese","A.08.08.056","Cheese, Cornish Yarg",,,,"P6",
"A.08.08","Cheese","I.08.08.187","Cheese, Cottage",,,,"P6",
"A.08.08","Cheese","A.08.08.057","Cheese, Coulommiers",,,,"P6",
"A.08.08","Cheese","A.08.08.058","Cheese, Cream Havarti",,,,"P6",
"A.08.08","Cheese","A.08.08.059","Cheese, Danbo",,,,"P6",
"A.08.08","Cheese","A.08.08.060","Cheese, Derby",,,,"P6",
"A.08.08","Cheese","A.08.08.061","Cheese, Double Gloucester",,,,"P6",
"A.08.08","Cheese","A.08.08.062","Cheese, Doux de Montagne",,,,"P6",
"A.08.08","Cheese","A.08.08.063","Cheese, Dunbarra",,,,"P6",
"A.08.08","Cheese","A.08.08.064","Cheese, Edam",,,,"P6",
"A.08.08","Cheese","A.08.08.065","Cheese, Emmental",,,,"P6",
"A.08.08","Cheese","A.08.08.066","Cheese, Epoisses",,,,"P6",
"A.08.08","Cheese","A.08.08.067","Cheese, Esrom",,,,"P6",
"A.08.08","Cheese","A.08.08.068","Cheese, Evora",,,,"P6",
"A.08.08","Cheese","A.08.08.069","Cheese, Feta",,,,"P6",
"A.08.08","Cheese","A.08.08.070","Cheese, Finlandia Swiss",,,,"P6",
"A.08.08","Cheese","A.08.08.071","Cheese, Fiore Sardo",,,,"P6",
"A.08.08","Cheese","A.08.08.072","Cheese, Fleur de Maquis",,,,"P6",
"A.08.08","Cheese","A.08.08.073","Cheese, Fontina",,,,"P6",
"A.08.08","Cheese","A.08.08.074","Cheese, Formai de Mut",,,,"P6",
"A.08.08","Cheese","A.08.08.075","Cheese, Fourme d'Ambert",,,,"P6",
"A.08.08","Cheese","A.08.08.076","Cheese, Gamonedo",,,,"P6",
"A.08.08","Cheese","A.08.08.077","Cheese, Garrotxa",,,,"P6",
"A.08.08","Cheese","A.08.08.078","Cheese, Gjetost",,,,"P6",
"A.08.08","Cheese","A.08.08.079","Cheese, Gorgonzola",,,,"P6",
"A.08.08","Cheese","A.08.08.080","Cheese, Gouda",,,,"P6",
"A.08.08","Cheese","A.08.08.081","Cheese, Graddost",,,,"P6",
"A.08.08","Cheese","A.08.08.082","Cheese, Grana Padano",,,,"P6",
"A.08.08","Cheese","A.08.08.083","Cheese, Graviera",,,,"P6",
"A.08.08","Cheese","A.08.08.084","Cheese, Gruyere",,,,"P6",
"A.08.08","Cheese","A.08.08.085","Cheese, Gubbeen",,,,"P6",
"A.08.08","Cheese","A.08.08.086","Cheese, Harzer",,,,"P6",
"A.08.08","Cheese","A.08.08.087","Cheese, Herrgardost",,,,"P6",
"A.08.08","Cheese","A.08.08.088","Cheese, Hoch Ybrig",,,,"P6",
"A.08.08","Cheese","A.08.08.089","Cheese, Hushallsost",,,,"P6",
"A.08.08","Cheese","A.08.08.090","Cheese, Iberico",,,,"P6",
"A.08.08","Cheese","A.08.08.091","Cheese, Ibores",,,,"P6",
"A.08.08","Cheese","A.08.08.092","Cheese, Idiazabal",,,,"P6",
"A.08.08","Cheese","A.08.08.093","Cheese, Jarlsberg",,,,"P6",
"A.08.08","Cheese","A.08.08.094","Cheese, Juustoleipa",,,,"P6",
"A.08.08","Cheese","A.08.08.095","Cheese, Kasseri",,,,"P6",
"A.08.08","Cheese","A.08.08.096","Cheese, Kefalotyri",,,,"P6",
"A.08.08","Cheese","A.08.08.097","Cheese, Knockalara",,,,"P6",
"A.08.08","Cheese","A.08.08.098","Cheese, Kurpianka",,,,"P6",
"A.08.08","Cheese","A.08.08.099","Cheese, Lancashire",,,,"P6",
"A.08.08","Cheese","A.08.08.100","Cheese, Langres",,,,"P6",
"A.08.08","Cheese","A.08.08.101","Cheese, Lappi",,,,"P6",
"A.08.08","Cheese","A.08.08.102","Cheese, Le Marechal",,,,"P6",
"A.08.08","Cheese","A.08.08.103","Cheese, Leicester",,,,"P6",
"A.08.08","Cheese","A.08.08.104","Cheese, Leyden",,,,"P6",
"A.08.08","Cheese","A.08.08.105","Cheese, Limburger",,,,"P6",
"A.08.08","Cheese","A.08.08.106","Cheese, Lincolnshire Poacher",,,,"P6",
"A.08.08","Cheese","A.08.08.107","Cheese, Livarot",,,,"P6",
"A.08.08","Cheese","A.08.08.108","Cheese, Lubelski",,,,"P6",
"A.08.08","Cheese","A.08.08.109","Cheese, Maasdam",,,,"P6",
"A.08.08","Cheese","A.08.08.110","Cheese, Mahon",,,,"P6",
"A.08.08","Cheese","A.08.08.111","Cheese, Majorero",,,,"P6",
"A.08.08","Cheese","A.08.08.112","Cheese, Manchego",,,,"P6",
"A.08.08","Cheese","A.08.08.113","Cheese, Mascarpone",,,,"P6",
"A.08.08","Cheese","A.08.08.114","Cheese, Mimolette",,,,"P6",
"A.08.08","Cheese","A.08.08.115","Cheese, Mizithra",,,,"P6",
"A.08.08","Cheese","A.08.08.116","Cheese, Montasio",,,,"P6",
"A.08.08","Cheese","A.08.08.117","Cheese, Monte Veronese",,,,"P6",
"A.08.08","Cheese","A.08.08.118","Cheese, Morbier",,,,"P6",
"A.08.08","Cheese","A.08.08.119","Cheese, Morski",,,,"P6",
"A.08.08","Cheese","A.08.08.120","Cheese, Mozzarella",,,,"P6",
"A.08.08","Cheese","A.08.08.121","Cheese, Munster",,,,"P6",
"A.08.08","Cheese","A.08.08.122","Cheese, Murcia",,,,"P6",
"A.08.08","Cheese","A.08.08.123","Cheese, Nagelkaas",,,,"P6",
"A.08.08","Cheese","A.08.08.124","Cheese, Nisa",,,,"P6",
"A.08.08","Cheese","A.08.08.125","Cheese, Nokkelost",,,,"P6",
"A.08.08","Cheese","A.08.08.126","Cheese, Oltermanni",,,,"P6",
"A.08.08","Cheese","A.08.08.127","Cheese, Orla",,,,"P6",
"A.08.08","Cheese","A.08.08.128","Cheese, Ossau-Iraty",,,,"P6",
"A.08.08","Cheese","A.08.08.129","Cheese, Parmigiano Reggiano",,,,"P6",
"A.08.08","Cheese","A.08.08.130","Cheese, Passendale",,,,"P6",
"A.08.08","Cheese","A.08.08.131","Cheese, Pecorino Romano",,,,"P6",
"A.08.08","Cheese","A.08.08.132","Cheese, Pecorino Toscano",,,,"P6",
"A.08.08","Cheese","A.08.08.133","Cheese, Piacentinu",,,,"P6",
"A.08.08","Cheese","A.08.08.134","Cheese, Picon",,,,"P6",
"A.08.08","Cheese","A.08.08.135","Cheese, Podlaski",,,,"P6",
"A.08.08","Cheese","A.08.08.136","Cheese, Pont L'Eveque",,,,"P6",
"A.08.08","Cheese","A.08.08.137","Cheese, Pouligny-Saint-Pierre",,,,"P6",
"A.08.08","Cheese","A.08.08.138","Cheese, Prastost",,,,"P6",
"A.08.08","Cheese","A.08.08.011","Cheese, processed cheese, plain",,,,"P6",
"A.08.08","Cheese","A.08.08.004","Cheese, processed spreadable",,,,"P6",
"A.08.08","Cheese","A.08.08.010","Cheese, processed, low fat",,,,"P6",
"A.08.08","Cheese","A.08.08.003","Cheese, processed, sliceable",,,,"P6",
"A.08.08","Cheese","A.08.08.005","Cheese, processed, with condiments",,,,"P6",
"A.08.08","Cheese","A.08.08.006","Cheese, processed, with ham",,,,"P6",
"A.08.08","Cheese","A.08.08.007","Cheese, processed, with mushrooms",,,,"P6",
"A.08.08","Cheese","A.08.08.008","Cheese, processed, with pepper herbs",,,,"P6",
"A.08.08","Cheese","A.08.08.009","Cheese, processed, with walnuts",,,,"P6",
"A.08.08","Cheese","A.08.08.139","Cheese, Provolone",,,,"P6",
"A.08.08","Cheese","A.08.08.140","Cheese, Raclette",,,,"P6",
"A.08.08","Cheese","A.08.08.141","Cheese, Ragusano",,,,"P6",
"A.08.08","Cheese","A.08.08.142","Cheese, Raschera",,,,"P6",
"A.08.08","Cheese","A.08.08.143","Cheese, Reblochon",,,,"P6",
"A.08.08","Cheese","A.08.08.144","Cheese, Ricotta",,,,"P6",
"A.08.08","Cheese","A.08.08.145","Cheese, Ricotta Salata",,,,"P6",
"A.08.08","Cheese","A.08.08.146","Cheese, Robiola",,,,"P6",
"A.08.08","Cheese","A.08.08.147","Cheese, Roncal",,,,"P6",
"A.08.08","Cheese","A.08.08.148","Cheese, Roquefort",,,,"P6",
"A.08.08","Cheese","A.08.08.149","Cheese, Saga",,,,"P6",
"A.08.08","Cheese","A.08.08.150","Cheese, Saint Marcellin",,,,"P6",
"A.08.08","Cheese","A.08.08.151","Cheese, Saint Nectaire",,,,"P6",
"A.08.08","Cheese","A.08.08.152","Cheese, Saint Paulin",,,,"P6",
"A.08.08","Cheese","A.08.08.153","Cheese, Samsoe",,,,"P6",
"A.08.08","Cheese","A.08.08.154","Cheese, San Simon",,,,"P6",
"A.08.08","Cheese","A.08.08.155","Cheese, Sao Jorge",,,,"P6",
"A.08.08","Cheese","A.08.08.156","Cheese, Sap Sago",,,,"P6",
"A.08.08","Cheese","A.08.08.157","Cheese, Sbrinz",,,,"P6",
"A.08.08","Cheese","A.08.08.158","Cheese, Scamorza",,,,"P6",
"A.08.08","Cheese","A.08.08.159","Cheese, Serpa",,,,"P6",
"A.08.08","Cheese","A.08.08.160","Cheese, Shropshire Blue",,,,"P6",
"A.08.08","Cheese","A.08.08.161","Cheese, Smoked Gouda",,,,"P6",
"A.08.08","Cheese","A.08.08.162","Cheese, Stilton",,,,"P6",
"A.08.08","Cheese","A.08.08.163","Cheese, Taleggio",,,,"P6",
"A.08.08","Cheese","A.08.08.164","Cheese, Telemea",,,,"P6",
"A.08.08","Cheese","A.08.08.165","Cheese, Tete de Moine",,,,"P6",
"A.08.08","Cheese","A.08.08.166","Cheese, Tetilla",,,,"P6",
"A.08.08","Cheese","A.08.08.167","Cheese, Tilsit",,,,"P6",
"A.08.08","Cheese","A.08.08.168","Cheese, Toma Piedmontese",,,,"P6",
"A.08.08","Cheese","A.08.08.169","Cheese, Tomme de Savoie",,,,"P6",
"A.08.08","Cheese","A.08.08.170","Cheese, Torta del Casar",,,,"P6",
"A.08.08","Cheese","A.08.08.171","Cheese, Trappist",,,,"P6",
"A.08.08","Cheese","A.08.08.172","Cheese, Triple Cremes",,,,"P6",
"A.08.08","Cheese","A.08.08.173","Cheese, Tronchon",,,,"P6",
"A.08.08","Cheese","A.08.08.174","Cheese, Turunmaa",,,,"P6",
"A.08.08","Cheese","A.08.08.175","Cheese, Ubriaco",,,,"P6",
"A.08.08","Cheese","A.08.08.176","Cheese, Urda",,,,"P6",
"A.08.08","Cheese","A.08.08.177","Cheese, Vacherin Fribourgeois",,,,"P6",
"A.08.08","Cheese","A.08.08.178","Cheese, Vacherin Mont d'Or",,,,"P6",
"A.08.08","Cheese","A.08.08.179","Cheese, Valdeon",,,,"P6",
"A.08.08","Cheese","A.08.08.180","Cheese, Van Dijk",,,,"P6",
"A.08.08","Cheese","A.08.08.181","Cheese, Vasterbotten",,,,"P6",
"A.08.08","Cheese","A.08.08.182","Cheese, Vignerons",,,,"P6",
"A.08.08","Cheese","A.08.08.183","Cheese, Wensleydale",,,,"P6",
"A.08.08","Cheese","A.08.08.184","Cheese, White Stilton",,,,"P6",
"A.08.08","Cheese","A.08.08.185","Cheese, Wynendale",,,,"P6",
"A.08.08","Cheese","A.08.08.186","Cheese, Zamorano",,,,"P6",
"A.08.08","Cheese","I.08.08.193","Extra hard cheese (parmesan, grana type)",,,,"P6",
"A.08.08","Cheese","I.08.08.191","Firm/semi-hard cheese (gouda and edam type)",,,,"P6",
"A.08.08","Cheese","I.08.08.188","Fresh uncured cheese",,,,"P6",
"A.08.08","Cheese","I.08.08.192","Hard cheese (cheddar, emmental type)",,,,"P6",
"A.08.08","Cheese","A.08.08.001","Quark",,,,"P6",
"A.08.08","Cheese","A.08.08.002","Quark with fruit",,,,"P6",
"A.08.08","Cheese","I.08.08.190","Soft-ripened cheese veined with blue mould (blue bavarian, blue de graven type )",,,,"P6",
"A.08.08","Cheese","I.08.08.189","Soft-ripened cheese with bloomy rind (white mould) (brie, camembert type)",,,,"P6",
"A.10.03","Chocolate (Cocoa) products","A.10.03.001","Bitter chocolate","F28.A0BA1","Cooking and similar thermal preparation processes","Roasting of beans included but not making of the chocolate","P5",
"A.10.03","Chocolate (Cocoa) products","A.10.03.002","Bitter-sweet chocolate","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.10.03","Chocolate (Cocoa) products","A.10.03.003","Chocolate bar","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
"A.10.03","Chocolate (Cocoa) products","A.10.03.006","Chocolate coated confectionery","F28.A0BA1","Cooking and similar thermal preparation processes",,"P5",
